Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal,Job Title_count,Job Experience Required_count,Key Skills_count,Role Category_count,Location_count,Functional Area_count,Industry_count,Role_count
146,13,143,27.0,42,26,0,46.0,72.8773928,19.0759899,2409,1,17,1,6.0,2,7,10,3.0
129,7,144,18.0,42,1,1,38.0,72.8773928,19.0759899,5623,4,38,1,22.0,2,74,187,7.0
147,17,145,27.0,2,26,1,73.0,77.00270015,28.42826235,3031,1,22,1,6.0,38,7,187,2.0
148,31,146,4.0,11,7,2,19.0,72.5797068,23.0216238,5617,1,18,1,130.0,20,6,42,6.0
149,31,147,4.0,9,3,2,11.0,80.270186,13.0836939,6417,2,18,1,130.0,16,119,42,96.0
150,47,148,4.0,11,7,1,19.0,72.5797068,23.0216238,6991,2,3,1,130.0,20,6,187,6.0
151,19,149,18.0,0,10,2,74.0,72.8773928,19.0759899,2171,1,6,1,22.0,58,8,42,5.0
152,16,150,18.0,43,1,10,38.0,,,4449,1,10,1,22.0,1,74,7,7.0
153,22,151,18.0,13,25,3,74.0,77.1212148,28.6882438,1704,1,5,1,22.0,15,15,12,5.0
154,37,152,2.0,3,29,11,75.0,78.4740613,17.360589,6937,1,9,1,3.0,37,9,7,1.0
155,49,153,12.0,13,9,33,15.0,77.1212148,28.6882438,2770,1,1,1,18.0,15,23,1,4.0
156,41,154,1.0,0,1,26,17.0,72.8773928,19.0759899,6205,1,4,1,35.0,58,74,8,35.0
157,50,155,4.0,44,4,1,4.0,77.10436033,28.42208445,1918,1,5,1,130.0,3,7,187,7.0
158,17,156,14.0,3,3,1,18.0,78.4740613,17.360589,6652,1,22,1,3.0,37,119,187,3.0
159,16,157,5.0,0,1,1,1.0,72.8773928,19.0759899,5227,1,10,1,10.0,58,74,187,16.0
160,11,158,4.0,5,3,1,11.0,77.590082,12.9767936,5554,1,15,1,130.0,71,119,187,96.0
161,33,159,6.0,17,5,34,27.0,77.3271074,28.5707841,6440,1,18,1,43.0,22,57,1,33.0
162,51,160,4.0,38,3,6,11.0,72.8773928,19.0759899,1954,1,1,1,130.0,2,119,10,96.0
163,2,161,6.0,0,5,16,27.0,72.8773928,19.0759899,5541,1,16,1,43.0,58,57,8,33.0
164,34,162,23.0,5,1,1,17.0,77.590082,12.9767936,5386,1,9,1,14.0,71,74,187,35.0
18,7,163,4.0,11,30,5,11.0,72.5797068,23.0216238,1965,2,38,1,130.0,20,4,26,96.0
165,7,164,40.0,45,31,9,76.0,73.0198537,19.0308262,4456,1,38,1,1.0,1,1,4,1.0
166,1,31,3.0,46,12,2,77.0,77.6370384,13.023331,5150,1,32,16,15.0,1,6,42,1.0
167,36,165,4.0,3,3,1,78.0,78.4740613,17.360589,2275,1,10,1,130.0,37,119,187,10.0
168,22,31,10.0,5,13,14,23.0,77.590082,12.9767936,6053,1,5,16,26.0,71,12,17,3.0
169,31,166,10.0,20,27,1,79.0,77.00270015,28.42826235,1567,1,18,1,26.0,3,4,187,1.0
170,21,167,41.0,13,19,2,80.0,77.1212148,28.6882438,6411,1,7,1,2.0,15,21,42,2.0
171,2,168,6.0,32,5,1,27.0,76.7797143,30.7334421,6307,1,16,1,43.0,5,57,187,33.0
172,11,169,38.0,4,13,14,81.0,73.8544541,18.521428,5736,1,15,1,4.0,45,12,17,1.0
173,9,170,6.0,18,5,1,7.0,88.35769124,22.5414185,5197,1,11,1,43.0,32,57,187,11.0
174,52,171,9.0,47,0,35,12.0,77.1212148,28.6882438,3419,1,1,1,5.0,1,13,1,3.0
175,7,172,4.0,48,32,1,78.0,77.590082,12.9767936,6134,1,38,1,130.0,1,3,187,10.0
176,29,173,28.0,32,1,36,82.0,76.7797143,30.7334421,2897,1,22,1,2.0,5,74,1,1.0
177,14,174,3.0,2,3,1,3.0,77.00270015,28.42826235,5174,1,7,1,15.0,38,119,187,6.0
93,11,175,27.0,2,26,14,46.0,77.00270015,28.42826235,3523,2,15,1,6.0,38,7,17,3.0
178,1,176,4.0,17,3,1,4.0,77.3271074,28.5707841,5116,2,32,1,130.0,22,119,187,7.0
179,23,177,4.0,49,3,1,78.0,121.0977529,14.6719732,1571,1,2,1,130.0,3,119,187,10.0
180,8,178,4.0,11,22,2,19.0,72.5797068,23.0216238,4452,1,21,1,130.0,20,4,42,6.0
181,14,179,6.0,50,5,5,27.0,,,6576,1,7,1,43.0,1,57,26,33.0
182,4,180,4.0,3,3,1,11.0,78.4740613,17.360589,5816,1,10,1,130.0,37,119,187,96.0
183,0,181,1.0,3,1,25,17.0,78.4740613,17.360589,5244,1,26,1,35.0,37,74,19,35.0
62,36,182,23.0,0,1,2,37.0,72.8773928,19.0759899,4830,2,10,1,14.0,58,74,42,3.0
184,26,183,16.0,5,14,37,83.0,77.590082,12.9767936,5436,1,9,1,4.0,71,8,6,2.0
185,39,184,6.0,18,5,1,27.0,88.35769124,22.5414185,2415,1,14,1,43.0,32,57,187,33.0
186,8,185,4.0,5,3,25,11.0,77.590082,12.9767936,3812,1,21,1,130.0,71,119,19,96.0
187,1,186,41.0,32,19,1,80.0,76.7797143,30.7334421,3055,1,32,1,2.0,5,21,187,2.0
188,53,187,18.0,18,9,2,84.0,88.35769124,22.5414185,1789,1,1,1,22.0,32,23,42,2.0
189,18,188,12.0,20,9,1,15.0,77.00270015,28.42826235,5212,1,10,1,18.0,3,23,187,4.0
190,25,189,19.0,5,5,5,27.0,77.590082,12.9767936,2016,1,9,1,4.0,71,57,26,33.0
191,17,190,4.0,5,3,29,11.0,77.590082,12.9767936,6067,1,22,1,130.0,71,119,13,96.0
192,7,191,23.0,4,1,1,37.0,73.8544541,18.521428,3180,1,38,1,14.0,45,74,187,3.0
193,1,192,4.0,2,3,1,11.0,77.00270015,28.42826235,3588,1,32,1,130.0,38,119,187,96.0
194,18,193,15.0,4,32,1,22.0,73.8544541,18.521428,4791,1,10,1,5.0,45,3,187,5.0
195,4,123,36.0,39,13,14,65.0,77.45268496,28.7218316,1958,1,10,2,3.0,3,12,17,3.0
196,50,194,34.0,4,9,1,59.0,73.8544541,18.521428,3214,1,5,1,2.0,45,23,187,2.0
197,54,195,18.0,51,1,18,38.0,77.2820578,28.5715304,5474,1,1,1,22.0,1,74,2,7.0
198,41,196,4.0,9,3,1,6.0,80.270186,13.0836939,4146,1,4,1,130.0,16,119,187,7.0
199,55,197,15.0,52,33,6,22.0,77.590082,12.9767936,4639,1,1,1,5.0,4,5,10,5.0
200,33,198,33.0,53,3,1,64.0,73.0198537,19.0308262,6420,1,18,1,13.0,3,119,187,7.0
201,31,199,23.0,16,1,1,17.0,77.2219388,28.6517178,3524,1,18,1,14.0,12,74,187,35.0
202,0,200,4.0,3,3,1,11.0,78.4740613,17.360589,3676,1,26,1,130.0,37,119,187,96.0
149,2,201,4.0,2,3,1,11.0,77.00270015,28.42826235,5033,2,16,1,130.0,38,119,187,96.0
203,7,202,1.0,0,1,1,17.0,72.8773928,19.0759899,2992,1,38,1,35.0,58,74,187,35.0
204,7,203,4.0,11,3,2,11.0,72.5797068,23.0216238,3091,1,38,1,130.0,20,119,42,96.0
205,7,204,6.0,18,5,1,27.0,88.35769124,22.5414185,4963,1,38,1,43.0,32,57,187,33.0
206,3,205,6.0,18,5,1,7.0,88.35769124,22.5414185,5156,1,7,1,43.0,32,57,187,11.0
207,3,206,33.0,4,19,2,85.0,73.8544541,18.521428,1510,1,7,1,13.0,45,21,42,2.0
208,1,207,42.0,2,14,17,86.0,77.00270015,28.42826235,5829,1,32,1,6.0,38,8,18,2.0
209,56,208,4.0,54,3,6,11.0,77.6781903,12.9310383,3991,1,2,1,130.0,1,119,10,96.0
210,33,209,6.0,18,5,1,7.0,88.35769124,22.5414185,5791,1,18,1,43.0,32,57,187,11.0
211,0,210,38.0,5,13,1,69.0,77.590082,12.9767936,2591,1,26,1,4.0,71,12,187,2.0
212,17,211,4.0,55,3,1,11.0,72.8817764,19.1004019,6616,1,22,1,130.0,1,119,187,96.0
213,47,212,42.0,0,14,0,87.0,72.8773928,19.0759899,5994,1,3,1,6.0,58,8,10,4.0
214,0,213,4.0,2,3,1,11.0,77.00270015,28.42826235,1822,1,26,1,130.0,38,119,187,96.0
215,33,214,6.0,16,5,2,88.0,77.2219388,28.6517178,4502,1,18,1,43.0,12,57,42,1.0
216,19,215,10.0,56,8,27,13.0,121.0400267,14.4768661,3090,1,6,1,26.0,1,19,3,20.0
217,11,216,25.0,57,24,21,89.0,,,2985,1,15,1,3.0,1,6,10,1.0
218,5,217,33.0,4,3,1,64.0,73.8544541,18.521428,2711,1,4,1,13.0,45,119,187,7.0
219,33,218,33.0,4,1,10,57.0,73.8544541,18.521428,6527,1,18,1,13.0,45,74,7,2.0
220,29,219,4.0,2,4,29,4.0,77.00270015,28.42826235,5970,1,22,1,130.0,38,7,13,7.0
221,8,220,26.0,58,25,17,90.0,76.8381751,30.6958386,6473,1,21,1,11.0,1,15,18,2.0
222,2,221,6.0,18,5,1,27.0,88.35769124,22.5414185,2781,1,16,1,43.0,32,57,187,33.0
223,29,222,10.0,49,8,16,13.0,121.0977529,14.6719732,6096,1,22,1,26.0,3,19,8,20.0
224,20,223,20.0,3,17,19,32.0,78.4740613,17.360589,5611,1,10,1,4.0,37,5,8,4.0
225,4,224,4.0,5,23,1,11.0,77.590082,12.9767936,3804,1,10,1,130.0,71,5,187,96.0
226,31,225,27.0,5,26,1,91.0,77.590082,12.9767936,3159,1,18,1,6.0,71,7,187,1.0
150,29,226,4.0,5,3,1,19.0,77.590082,12.9767936,4963,2,22,1,130.0,71,119,187,6.0
227,29,227,12.0,0,9,8,26.0,72.8773928,19.0759899,5957,1,22,1,18.0,58,23,10,14.0
228,1,228,12.0,17,9,25,15.0,77.3271074,28.5707841,6420,1,32,1,18.0,22,23,19,4.0
229,8,229,5.0,18,1,38,1.0,88.35769124,22.5414185,4106,1,21,1,10.0,32,74,4,16.0
230,4,230,4.0,4,3,1,11.0,73.8544541,18.521428,2274,1,10,1,130.0,45,119,187,96.0
231,7,231,13.0,5,10,25,16.0,77.590082,12.9767936,3290,1,38,1,3.0,71,8,19,3.0
232,7,232,5.0,59,1,17,17.0,72.840292,18.9560691,4565,1,38,1,10.0,4,74,18,35.0
97,7,233,4.0,41,3,1,11.0,72.5797068,23.0216238,2105,2,38,1,130.0,3,119,187,96.0
233,57,234,10.0,2,8,25,13.0,77.00270015,28.42826235,5581,1,1,1,26.0,38,19,19,20.0
234,18,235,18.0,0,26,17,92.0,72.8773928,19.0759899,1832,1,10,1,22.0,58,7,18,1.0
235,13,236,6.0,18,5,5,27.0,88.35769124,22.5414185,4974,1,17,1,43.0,32,57,26,33.0
236,58,237,10.0,11,18,2,74.0,72.5797068,23.0216238,6362,1,3,1,26.0,20,2,42,5.0
237,26,31,18.0,5,19,39,93.0,77.590082,12.9767936,4563,1,9,16,22.0,71,21,3,1.0
238,9,238,6.0,18,5,1,27.0,88.35769124,22.5414185,2023,1,11,1,43.0,32,57,187,33.0
239,13,239,6.0,18,5,1,7.0,88.35769124,22.5414185,6234,1,17,1,43.0,32,57,187,11.0
240,59,240,30.0,60,3,1,52.0,-79.0305722,-8.123729,4185,1,3,1,14.0,1,119,187,2.0
241,26,241,24.0,61,21,3,94.0,72.9701779,19.1943294,1933,1,9,1,6.0,1,6,12,4.0
242,60,242,4.0,52,11,6,11.0,77.590082,12.9767936,5722,1,1,1,130.0,4,9,10,96.0
243,35,243,43.0,62,5,5,95.0,77.58516878,12.98872125,6823,1,2,1,1.0,1,57,26,1.0
244,33,244,1.0,63,1,10,17.0,,,2327,1,18,1,35.0,1,74,7,35.0
245,1,245,4.0,4,3,1,11.0,73.8544541,18.521428,4770,1,32,1,130.0,45,119,187,96.0
246,11,246,4.0,2,30,3,6.0,77.00270015,28.42826235,4307,1,15,1,130.0,38,4,12,7.0
247,11,247,1.0,5,1,14,1.0,77.590082,12.9767936,6228,1,15,1,35.0,71,74,17,16.0
248,29,248,23.0,64,1,40,17.0,78.5453172,17.3562,6061,1,22,1,14.0,1,74,2,35.0
129,17,249,1.0,65,1,1,17.0,73.018309,19.0061273,5052,4,22,1,35.0,1,74,187,35.0
249,61,250,44.0,5,10,29,96.0,77.590082,12.9767936,4754,1,3,1,1.0,71,8,13,1.0
250,8,251,6.0,44,5,5,27.0,77.10436033,28.42208445,6213,1,21,1,43.0,3,57,26,33.0
251,29,252,4.0,0,3,26,11.0,72.8773928,19.0759899,6069,1,22,1,130.0,58,119,8,96.0
252,17,253,30.0,0,33,1,97.0,72.8773928,19.0759899,6352,1,22,1,14.0,58,5,187,2.0
253,62,254,4.0,52,3,6,11.0,77.590082,12.9767936,2456,1,1,1,130.0,4,119,10,96.0
254,28,255,45.0,5,34,37,98.0,77.590082,12.9767936,3893,1,4,1,1.0,71,1,6,1.0
255,17,256,4.0,0,3,1,11.0,72.8773928,19.0759899,6003,1,22,1,130.0,58,119,187,96.0
256,25,257,13.0,18,10,2,16.0,88.35769124,22.5414185,2657,1,9,1,3.0,32,8,42,3.0
257,39,258,46.0,16,29,29,99.0,77.2219388,28.6517178,3852,1,14,1,5.0,12,9,13,1.0
258,50,259,4.0,4,3,1,11.0,73.8544541,18.521428,3209,1,5,1,130.0,45,119,187,96.0
259,27,260,4.0,53,3,1,11.0,73.0198537,19.0308262,4127,1,6,1,130.0,3,119,187,96.0
260,13,261,6.0,18,5,5,27.0,88.35769124,22.5414185,4664,1,17,1,43.0,32,57,26,33.0
261,20,262,4.0,5,4,1,4.0,77.590082,12.9767936,2155,1,10,1,130.0,71,7,187,7.0
262,7,263,1.0,5,1,37,17.0,77.590082,12.9767936,3534,1,38,1,35.0,71,74,6,35.0
263,63,264,4.0,5,16,32,11.0,77.590082,12.9767936,4927,1,2,1,130.0,71,2,2,96.0
264,8,265,12.0,9,9,25,26.0,80.270186,13.0836939,1906,1,21,1,18.0,16,23,19,14.0
265,12,266,30.0,2,3,1,71.0,77.00270015,28.42826235,6272,1,7,1,14.0,38,119,187,5.0
266,37,267,10.0,2,8,22,13.0,77.00270015,28.42826235,1784,1,9,1,26.0,38,19,4,20.0
267,9,268,21.0,13,19,2,49.0,77.1212148,28.6882438,3186,1,11,1,15.0,15,21,42,7.0
268,38,269,4.0,18,3,17,11.0,88.35769124,22.5414185,5744,1,5,1,130.0,32,119,18,96.0
269,13,270,46.0,4,29,11,61.0,73.8544541,18.521428,5195,1,17,1,5.0,45,9,7,2.0
270,17,271,4.0,5,3,1,11.0,77.590082,12.9767936,3683,1,22,1,130.0,71,119,187,96.0
271,64,272,47.0,66,8,41,100.0,78.4740613,17.360589,6087,1,2,1,1.0,1,19,1,1.0
85,39,273,4.0,17,3,1,11.0,77.3271074,28.5707841,5509,3,14,1,130.0,22,119,187,96.0
272,65,274,6.0,2,5,42,27.0,77.00270015,28.42826235,4560,1,1,1,43.0,38,57,2,33.0
273,7,275,48.0,67,17,29,101.0,121.0977529,14.6719732,4235,1,38,1,1.0,2,5,13,1.0
274,8,276,6.0,18,5,1,27.0,88.35769124,22.5414185,3101,1,21,1,43.0,32,57,187,33.0
275,8,277,19.0,3,5,1,7.0,78.4740613,17.360589,3096,1,21,1,4.0,37,57,187,11.0
276,31,278,4.0,3,3,1,11.0,78.4740613,17.360589,1934,1,18,1,130.0,37,119,187,96.0
277,29,279,4.0,68,3,1,11.0,,,2319,1,22,1,130.0,1,119,187,96.0
278,1,280,46.0,4,29,17,102.0,73.8544541,18.521428,2098,1,32,1,5.0,45,9,18,2.0
279,7,281,49.0,37,0,1,103.0,77.3327483,28.54322285,4807,1,38,1,4.0,2,13,187,1.0
280,56,282,21.0,69,19,43,36.0,77.00270015,28.42826235,6631,1,2,1,15.0,3,21,1,3.0
281,38,283,4.0,4,3,1,11.0,73.8544541,18.521428,6708,1,5,1,130.0,45,119,187,96.0
282,66,284,18.0,0,9,44,84.0,72.8773928,19.0759899,2007,1,1,1,22.0,58,23,1,2.0
283,31,285,20.0,5,17,0,32.0,77.590082,12.9767936,4162,1,18,1,4.0,71,5,10,4.0
284,58,286,18.0,0,9,25,104.0,72.8773928,19.0759899,3882,1,3,1,22.0,58,23,19,1.0
285,29,287,4.0,70,3,1,11.0,77.2005601,28.4070322,1860,1,22,1,130.0,1,119,187,96.0
286,25,288,1.0,11,1,17,1.0,72.5797068,23.0216238,3241,1,9,1,35.0,20,74,18,16.0
287,20,289,4.0,0,3,25,11.0,72.8773928,19.0759899,3436,1,10,1,130.0,58,119,19,96.0
288,2,290,4.0,4,3,1,11.0,73.8544541,18.521428,2821,1,16,1,130.0,45,119,187,96.0
289,17,291,4.0,71,4,1,78.0,77.00270015,28.42826235,2090,1,22,1,130.0,1,7,187,10.0
290,0,292,5.0,0,1,25,17.0,72.8773928,19.0759899,2385,1,26,1,10.0,58,74,19,35.0
291,45,293,4.0,17,23,39,11.0,77.3271074,28.5707841,1880,1,3,1,130.0,22,5,3,96.0
292,25,294,6.0,18,5,1,27.0,88.35769124,22.5414185,6309,1,9,1,43.0,32,57,187,33.0
293,9,31,33.0,0,15,45,64.0,72.8773928,19.0759899,6466,1,11,16,13.0,58,4,4,7.0
77,2,295,1.0,72,1,8,1.0,,,2329,2,16,1,35.0,1,74,10,16.0
294,2,296,21.0,5,19,2,49.0,77.590082,12.9767936,1824,1,16,1,15.0,71,21,42,7.0
295,19,297,4.0,4,3,5,6.0,73.8544541,18.521428,3944,1,6,1,130.0,45,119,26,7.0
296,67,298,50.0,73,10,10,105.0,,,2887,1,2,1,1.0,1,8,7,1.0
297,3,299,1.0,74,1,11,1.0,77.5660159,13.0140789,4992,1,7,1,35.0,1,74,7,16.0
298,36,31,30.0,49,3,1,106.0,121.0977529,14.6719732,1558,1,10,16,14.0,3,119,187,2.0
299,18,300,42.0,2,35,8,87.0,77.00270015,28.42826235,2929,1,10,1,6.0,38,2,10,4.0
300,20,301,4.0,75,3,1,11.0,77.5137649,28.4670734,5708,1,10,1,130.0,2,119,187,96.0
301,7,302,33.0,39,13,14,13.0,77.45268496,28.7218316,3367,1,38,1,13.0,3,12,17,20.0
302,13,303,10.0,76,8,14,13.0,,,3768,1,17,1,26.0,1,19,17,20.0
303,37,304,1.0,2,1,2,17.0,77.00270015,28.42826235,2522,1,9,1,35.0,38,74,42,35.0
304,7,305,6.0,18,5,1,7.0,88.35769124,22.5414185,2739,1,38,1,43.0,32,57,187,11.0
305,0,306,26.0,18,25,24,107.0,88.35769124,22.5414185,2459,1,26,1,11.0,32,15,4,2.0
306,1,307,6.0,11,5,46,27.0,72.5797068,23.0216238,1678,1,32,1,43.0,20,57,2,33.0
307,2,308,6.0,9,5,5,27.0,80.270186,13.0836939,6591,1,16,1,43.0,16,57,26,33.0
308,13,309,6.0,18,5,1,7.0,88.35769124,22.5414185,5972,1,17,1,43.0,32,57,187,11.0
309,61,310,18.0,59,25,37,108.0,73.85682537,18.52930005,6176,1,3,1,22.0,4,15,6,1.0
310,39,311,4.0,9,3,1,11.0,80.270186,13.0836939,4642,1,14,1,130.0,16,119,187,96.0
311,29,312,23.0,77,1,10,17.0,77.5718472,13.0002869,2977,1,22,1,14.0,1,74,7,35.0
312,63,313,4.0,52,3,6,78.0,77.590082,12.9767936,5170,1,2,1,130.0,4,119,10,10.0
313,39,314,11.0,4,2,16,14.0,73.8544541,18.521428,2998,1,14,1,9.0,45,10,8,4.0
314,68,315,42.0,5,14,17,87.0,77.590082,12.9767936,6415,1,2,1,6.0,71,8,18,4.0
315,16,316,1.0,78,1,3,17.0,,,2264,1,10,1,35.0,1,74,12,35.0
316,8,317,10.0,4,8,7,13.0,73.8544541,18.521428,6063,1,21,1,26.0,45,19,5,20.0
317,2,318,6.0,18,5,1,7.0,88.35769124,22.5414185,4291,1,16,1,43.0,32,57,187,11.0
318,2,319,25.0,5,24,21,41.0,77.590082,12.9767936,5975,1,16,1,3.0,71,6,10,2.0
319,29,320,4.0,5,3,1,11.0,77.590082,12.9767936,1915,1,22,1,130.0,71,119,187,96.0
320,29,321,4.0,5,23,1,11.0,77.590082,12.9767936,5066,1,22,1,130.0,71,5,187,96.0
321,0,322,18.0,0,5,15,74.0,72.8773928,19.0759899,5426,1,26,1,22.0,58,57,2,5.0
322,31,323,21.0,17,19,5,49.0,77.3271074,28.5707841,5525,1,18,1,15.0,22,21,26,7.0
323,39,324,4.0,4,3,1,11.0,73.8544541,18.521428,4995,1,14,1,130.0,45,119,187,96.0
324,33,325,1.0,11,1,47,109.0,72.5797068,23.0216238,2453,1,18,1,35.0,20,74,1,1.0
325,3,326,6.0,2,5,5,27.0,77.00270015,28.42826235,2912,1,7,1,43.0,38,57,26,33.0
326,4,327,4.0,5,3,1,78.0,77.590082,12.9767936,3472,1,10,1,130.0,71,119,187,10.0
327,33,328,10.0,79,8,19,13.0,72.9249,19.0637885,6374,1,18,1,26.0,2,19,8,20.0
328,50,329,51.0,0,13,14,110.0,72.8773928,19.0759899,5664,1,5,3,2.0,58,12,17,2.0
329,69,330,5.0,26,1,48,17.0,121.0977529,14.6719732,6661,1,2,1,10.0,2,74,2,35.0
330,7,331,11.0,3,2,1,42.0,78.4740613,17.360589,2555,1,38,1,9.0,37,10,187,3.0
331,8,332,21.0,4,19,2,49.0,73.8544541,18.521428,5520,1,21,1,15.0,45,21,42,7.0
332,13,333,12.0,5,9,38,26.0,77.590082,12.9767936,2192,1,17,1,18.0,71,23,4,14.0
333,8,334,10.0,16,27,25,50.0,77.2219388,28.6517178,3410,1,21,1,26.0,12,4,19,2.0
334,7,335,4.0,41,3,1,11.0,72.5797068,23.0216238,1670,1,38,1,130.0,3,119,187,96.0
335,0,336,23.0,80,1,49,17.0,,,6923,1,26,1,14.0,1,74,1,35.0
336,34,337,16.0,9,14,37,25.0,80.270186,13.0836939,1838,1,9,1,4.0,16,8,6,2.0
337,7,338,4.0,17,3,1,11.0,77.3271074,28.5707841,2257,1,38,1,130.0,22,119,187,96.0
338,21,339,4.0,17,3,1,11.0,77.3271074,28.5707841,4379,1,7,1,130.0,22,119,187,96.0
339,41,340,4.0,5,33,1,6.0,77.590082,12.9767936,2417,1,4,1,130.0,71,5,187,7.0
340,29,31,4.0,5,3,22,11.0,77.590082,12.9767936,5800,1,22,16,130.0,71,119,4,96.0
341,39,341,1.0,0,1,19,17.0,72.8773928,19.0759899,5115,1,14,1,35.0,58,74,8,35.0
342,64,342,12.0,69,9,42,26.0,77.00270015,28.42826235,2662,1,2,1,18.0,3,23,2,14.0
343,7,343,24.0,18,21,26,94.0,88.35769124,22.5414185,3895,1,38,1,6.0,32,6,8,4.0
344,0,344,11.0,81,2,39,14.0,,,3684,1,26,1,9.0,1,10,3,4.0
345,45,345,42.0,82,35,40,86.0,76.92637867,28.32470955,2207,1,3,1,6.0,1,2,2,2.0
346,27,346,4.0,83,3,2,11.0,,,6355,1,6,1,130.0,1,119,42,96.0
347,20,347,31.0,13,5,5,111.0,77.1212148,28.6882438,5672,1,10,1,2.0,15,57,26,1.0
348,1,31,18.0,5,24,21,112.0,77.590082,12.9767936,3668,1,32,16,22.0,71,6,10,1.0
349,27,348,3.0,5,12,45,3.0,77.590082,12.9767936,4677,1,6,1,15.0,71,6,4,6.0
350,18,349,23.0,0,1,48,17.0,72.8773928,19.0759899,4098,1,10,1,14.0,58,74,2,35.0
351,67,350,4.0,3,3,1,78.0,78.4740613,17.360589,6454,1,2,1,130.0,37,119,187,10.0
352,59,351,3.0,3,11,1,35.0,78.4740613,17.360589,5279,1,3,1,15.0,37,9,187,2.0
353,7,352,2.0,2,29,29,113.0,77.00270015,28.42826235,2070,1,38,1,3.0,38,9,13,1.0
354,7,353,1.0,84,1,10,17.0,,,5105,1,38,1,35.0,1,74,7,35.0
355,1,354,38.0,5,13,5,114.0,77.590082,12.9767936,6205,1,32,1,4.0,71,12,26,1.0
356,59,355,26.0,85,25,3,62.0,72.5716416,23.022886,2387,1,3,1,11.0,1,15,12,2.0
357,4,356,10.0,4,8,1,13.0,73.8544541,18.521428,6180,1,10,1,26.0,45,19,187,20.0
358,13,357,6.0,2,5,50,27.0,77.00270015,28.42826235,1988,1,17,1,43.0,38,57,2,33.0
359,8,358,17.0,9,15,1,115.0,80.270186,13.0836939,5330,1,21,1,3.0,16,4,187,2.0
360,9,359,3.0,5,3,14,21.0,77.590082,12.9767936,1542,1,11,1,15.0,71,119,17,3.0
361,7,360,42.0,2,14,1,87.0,77.00270015,28.42826235,6851,1,38,1,6.0,38,8,187,4.0
362,25,361,6.0,18,5,1,27.0,88.35769124,22.5414185,6184,1,9,1,43.0,32,57,187,33.0
363,29,362,4.0,0,32,12,19.0,72.8773928,19.0759899,4353,1,22,1,130.0,58,3,2,6.0
364,27,363,6.0,17,5,14,27.0,77.3271074,28.5707841,6753,1,6,1,43.0,22,57,17,33.0
365,1,364,15.0,86,36,1,22.0,76.92637867,28.32470955,3887,1,32,1,5.0,1,2,187,5.0
366,15,365,4.0,5,3,5,11.0,77.590082,12.9767936,6509,1,5,1,130.0,71,119,26,96.0
367,70,366,30.0,4,3,1,116.0,73.8544541,18.521428,6571,1,2,1,14.0,45,119,187,1.0
368,12,367,23.0,87,1,2,117.0,,,5838,1,7,1,14.0,1,74,42,1.0
369,38,368,49.0,0,0,13,118.0,72.8773928,19.0759899,2257,1,5,1,4.0,58,13,3,2.0
370,36,369,30.0,88,33,1,119.0,73.912743,18.232257,6517,1,10,1,14.0,1,5,187,2.0
371,71,370,52.0,13,25,3,120.0,77.1212148,28.6882438,5622,1,1,1,1.0,15,15,12,1.0
372,0,371,4.0,5,3,29,11.0,77.590082,12.9767936,2638,1,26,1,130.0,71,119,13,96.0
373,10,372,53.0,5,37,51,121.0,77.590082,12.9767936,2273,1,2,1,1.0,71,2,1,1.0
374,34,373,17.0,53,15,45,115.0,73.0198537,19.0308262,2111,1,9,1,3.0,3,4,4,2.0
375,29,374,6.0,18,5,1,27.0,88.35769124,22.5414185,6408,1,22,1,43.0,32,57,187,33.0
376,7,375,32.0,89,28,50,122.0,76.6511232,30.7442722,2867,1,38,1,3.0,1,4,2,2.0
377,39,376,4.0,5,3,1,11.0,77.590082,12.9767936,6050,1,14,1,130.0,71,119,187,96.0
378,8,377,21.0,3,19,2,49.0,78.4740613,17.360589,2793,1,21,1,15.0,37,21,42,7.0
379,9,378,26.0,90,25,46,107.0,,,1792,1,11,1,11.0,1,15,2,2.0
137,16,379,5.0,9,1,0,17.0,80.270186,13.0836939,4726,2,10,1,10.0,16,74,10,35.0
380,34,380,12.0,17,9,5,26.0,77.3271074,28.5707841,2026,1,9,1,18.0,22,23,26,14.0
381,7,381,54.0,17,38,21,123.0,77.3271074,28.5707841,3387,1,38,1,1.0,22,1,10,1.0
382,31,382,55.0,5,36,7,124.0,77.590082,12.9767936,4718,1,18,1,1.0,71,2,5,1.0
383,72,383,56.0,91,37,52,125.0,77.00270015,28.42826235,2506,1,2,1,1.0,1,2,1,1.0
